"","cell_ID","T_reg","mono-mac","T_CD8","tumour_2","tumour_1","T_CD4","plasma","pDC","mDC","myeloid"
"46","45",0,1,0,0,0,0,0,0,0,0
"47","46",0,0.59391516570392,0.23004031230584,0,0,0.17604452199024,0,0,0,0
"48","47",0,0,1,0,0,0,0,0,0,0
"49","48",0.409086859759651,0,0.163076147935492,0,0,0,0.427836992304857,0,0,0
"50","49",0.0811086948148297,0.221382611987889,0.395263124497426,0,0.302245568699855,0,0,0,0,0
"51","50",0,0.586175753258944,0,0,0.413824246741056,0,0,0,0,0
"52","51",0,0,0.458055937171484,0,0.541944062828516,0,0,0,0,0
"53","52",0,0,0.472071677558821,0,0,0.171787748037661,0.356140574403518,0,0,0
"54","53",0,0.231505405420261,0,0,0,0,0,0,0.768494594579739,0
"55","54",0,0,0,0,0,0,0.0781449290661952,0,0,0.921855070933805
"56","55",0,0.586200849549817,0.413799150450183,0,0,0,0,0,0,0
"57","56",0,0.300588873604611,0.557346074706065,0.142065051689325,0,0,0,0,0,0
"58","57",0,0,1,0,0,0,0,0,0,0
"59","58",0,0,0.190249842989352,0.809750157010648,0,0,0,0,0,0
"60","59",0,0.19077663682739,0,0.80922336317261,0,0,0,0,0,0
"61","60",0,0.288228094635995,0.401189474299991,0.310582431064014,0,0,0,0,0,0
"62","61",0,0.192262324125606,0.235169485883499,0,0,0,0,0,0.572568189990895,0
"63","62",0,0,0.243823916885511,0,0,0,0.756176083114489,0,0,0
"64","63",0,0,0.672933884028652,0,0.327066115971349,0,0,0,0,0
"65","64",0,0.143261575933598,0,0,0.856738424066402,0,0,0,0,0
"66","65",0,0,0.351522431337502,0.171615347455575,0.476862221206922,0,0,0,0,0
"67","66",0,0.510003533781214,0.489996466218786,0,0,0,0,0,0,0
"68","67",0,0,0,0,0.812824551978341,0,0.187175448021659,0,0,0
"69","68",0,0,0.111837830195571,0,0.888162169804429,0,0,0,0,0
"70","69",0,0,1,0,0,0,0,0,0,0
"71","70",0,0,0.329571605287969,0,0,0,0.670428394712031,0,0,0
"72","71",0.14572038525537,0.35333041205167,0.50094920269296,0,0,0,0,0,0,0
"73","72",0,0,0.209269598456491,0,0.385810420027146,0,0.404919981516362,0,0,0
"74","73",0,0,0.218269351581403,0.64027525172336,0,0,0,0,0.141455396695236,0
"75","74",0,0,1,0,0,0,0,0,0,0
"76","75",0,0,1,0,0,0,0,0,0,0
"77","76",0,0,0,1,0,0,0,0,0,0
"78","77",0,0.274252898096157,0,0.725747101903843,0,0,0,0,0,0
"79","78",0,0,0.308798505242289,0.691201494757711,0,0,0,0,0,0
"80","79",0,0,0.217420564872125,0.782579435127875,0,0,0,0,0,0
"81","80",0.0899771414826185,0,0.485499217633793,0.424523640883589,0,0,0,0,0,0
"82","81",0,0,0.399554044761061,0.600445955238939,0,0,0,0,0,0
"83","82",0,0,0.392917631931745,0.524466233715267,0,0,0.0826161343529881,0,0,0
"84","83",0,0,0,0.578235437143711,0,0.421764562856289,0,0,0,0
"85","84",0,0.486791633874198,0.223240405825259,0,0.289967960300543,0,0,0,0,0
"86","85",0,0.250626744517707,0.221813607852034,0,0.527559647630259,0,0,0,0,0
"87","86",0,0,0.138166357755694,0,0.861833642244306,0,0,0,0,0
"88","87",0,0,0.257780636012842,0,0.742219363987158,0,0,0,0,0
"89","88",0,0.134922564848653,0,0,0.865077435151347,0,0,0,0,0
"90","89",0,0,0.235356265186449,0,0.764643734813551,0,0,0,0,0
"91","90",0,0,0,0,0,0,0,0,0,1
"92","91",0,0,0.380601658273236,0,0,0,0.619398341726764,0,0,0
"93","92",0,0,0,0,0,0,1,0,0,0
"94","93",0,0,0.594053348575916,0,0,0.157164753252001,0.248781898172083,0,0,0
"95","94",0,0.217282306036772,0.329609181903289,0.453108512059939,0,0,0,0,0,0
"96","95",0,0.195085320619746,0.278222290507262,0.526692388872991,0,0,0,0,0,0
"97","96",0,0,0.296694636295979,0.703305363704021,0,0,0,0,0,0
"98","97",0,0,0.234032639899575,0.551859733194285,0,0,0.214107626906139,0,0,0
"99","98",0,0.187538299889352,0.315690135830366,0.496771564280282,0,0,0,0,0,0
"100","99",0,0.229299887212297,0.27562257288261,0.495077539905093,0,0,0,0,0,0
"101","100",0,0.324003643346159,0.347419811575566,0.328576545078275,0,0,0,0,0,0
"102","101",0,0.445947512788765,0.218899647058417,0.335152840152818,0,0,0,0,0,0
"103","102",0.126105564127904,0,0.873894435872096,0,0,0,0,0,0,0
"104","103",0,0.482908393320815,0.342441731743293,0,0,0,0.174649874935893,0,0,0
"105","104",0,0,0,0,1,0,0,0,0,0
"106","105",0,0,0.188427172003138,0,0.811572827996862,0,0,0,0,0
"107","106",0,0,0,0,0.587419559733326,0,0.214813614042654,0,0.197766826224019,0
"108","107",0,0.186787172885111,0.111878378328539,0,0.70133444878635,0,0,0,0,0
"109","108",0,0.170753010597411,0,0,0.829246989402589,0,0,0,0,0
"110","109",0,0.131034723567552,0.199375030632847,0,0.669590245799601,0,0,0,0,0
"111","110",0,0,0.32951930585512,0,0.67048069414488,0,0,0,0,0
"112","111",1,0,0,0,0,0,0,0,0,0
"113","112",0,0,1,0,0,0,0,0,0,0
"114","113",0,0,0,0,0,0,1,0,0,0
"115","114",0,0.403182691981691,0.596817308018309,0,0,0,0,0,0,0
"116","115",0.130972809047982,0,0.51601639477521,0.353010796176808,0,0,0,0,0,0
"117","116",0,0,0.241786631973652,0.758213368026348,0,0,0,0,0,0
"118","117",0,0.282413609806691,0.173340112848317,0.544246277344992,0,0,0,0,0,0
"119","118",0.221478250607131,0,0.401256680367901,0,0,0,0,0,0.377265069024967,0
"120","119",0,0.260238400635924,0.322510132555664,0.417251466808412,0,0,0,0,0,0
"121","120",0,0,0.611767586314743,0.388232413685257,0,0,0,0,0,0
"122","121",0,0.101060393343803,0.713962689007674,0,0,0,0,0,0.184976917648522,0
"123","122",0,0,1,0,0,0,0,0,0,0
"124","123",0,0,0.434761873313016,0.565238126686984,0,0,0,0,0,0
"125","124",0,0,0,0,1,0,0,0,0,0
"126","125",0,0,0,0.235063170955456,0.764936829044544,0,0,0,0,0
"127","126",0,0.228295173335754,0,0,0.609559004181407,0,0,0,0.16214582248284,0
"128","127",0,0.350939557778461,0.381660389109413,0,0.190854245399409,0,0.0765458077127169,0,0,0
"129","128",0,0,0,0,1,0,0,0,0,0
"130","129",0,0,0.215000534945917,0,0.784999465054083,0,0,0,0,0
"131","130",0,0.362048551550126,0,0,0.637951448449874,0,0,0,0,0
"132","131",0,0,0.414018218462386,0,0.585981781537614,0,0,0,0,0
"133","132",0,0,0.220298666881018,0,0.449209331480604,0,0.330492001638378,0,0,0
"134","133",0,0,0.429647116185584,0.352335180707475,0,0.218017703106941,0,0,0,0
"135","134",0,0,0.290578395868525,0.709421604131475,0,0,0,0,0,0
"136","135",0,0,0.886114346671677,0,0,0,0.113885653328323,0,0,0
"137","136",0,0.234702197371755,0.376867851315575,0.38842995131267,0,0,0,0,0,0
"138","137",0,0.549567188230184,0.226020760865855,0.224412050903961,0,0,0,0,0,0
"139","138",0,0.290176099985889,0.205013787683379,0,0,0,0.504810112330732,0,0,0
"140","139",0,0.176611428396768,0.278667352574372,0.544721219028861,0,0,0,0,0,0
"141","140",0.0938976470650128,0.296229239975629,0.331809699344048,0.278063413615311,0,0,0,0,0,0
"142","141",0,0,0.53805734639778,0.46194265360222,0,0,0,0,0,0
"143","142",0,0,0,0.156283958645277,0.545726324913775,0,0.297989716440948,0,0,0
"144","143",0,0,0.213575120017217,0,0.786424879982783,0,0,0,0,0
"145","144",0,0.245869994895757,0,0,0.754130005104243,0,0,0,0,0
"146","145",0,0,0.150209481127013,0,0.849790518872987,0,0,0,0,0
"147","146",0,0,0,0,1,0,0,0,0,0
"148","147",0,0,0.221919270455154,0,0.778080729544846,0,0,0,0,0
"149","148",0,0.288706892843668,0,0,0.711293107156332,0,0,0,0,0
"150","149",0,0.30852445039204,0,0,0.69147554960796,0,0,0,0,0
"151","150",0,0,0.225227278826704,0,0.774772721173296,0,0,0,0,0
"152","151",0.277155796528406,0,0,0,0,0,0.722844203471594,0,0,0
"153","152",0,0,0,0,1,0,0,0,0,0
"154","153",0,0.195876735854028,0.429032108495709,0,0,0.375091155650263,0,0,0,0
"155","154",0,0,0,1,0,0,0,0,0,0
"156","155",0,0,0.806019998319812,0,0,0,0,0,0,0.193980001680188
"157","156",0,0.382226989017089,0.323910153561015,0.293862857421896,0,0,0,0,0,0
"158","157",0,0,0.308616999579314,0.50997775056328,0,0,0,0,0.181405249857406,0
"159","158",0,0.287000958496171,0.292657141125038,0,0,0.196672715407719,0.223669184971073,0,0,0
"160","159",0,0,0.418424649547545,0.581575350452455,0,0,0,0,0,0
"161","160",0,0,0.560771447527263,0,0,0,0.439228552472737,0,0,0
"162","161",0,0,0,0,0.148662239696991,0.851337760303009,0,0,0,0
"163","162",0,0.232150608550627,0,0,0.767849391449373,0,0,0,0,0
"164","163",0,0.136536133159001,0.166943981231767,0,0.696519885609232,0,0,0,0,0
"165","164",0,0.1309703612389,0.183513693823262,0,0.685515944937838,0,0,0,0,0
"166","165",0,0,0.103788366309666,0,0.896211633690334,0,0,0,0,0
"167","166",0,0.223927062547851,0.308646185623209,0,0.46742675182894,0,0,0,0,0
"168","167",0,0,0,0,1,0,0,0,0,0
"169","168",0,0.156131772746969,0,0,0.843868227253031,0,0,0,0,0
"170","169",0,0.293860364153891,0.221040170733289,0,0.485099465112819,0,0,0,0,0
"171","170",0,0,0.220787783682537,0,0.779212216317463,0,0,0,0,0
"172","171",1,0,0,0,0,0,0,0,0,0
"173","172",0,0,0,0,0,0,1,0,0,0
"174","173",0,0.363140996737968,0.278750233553899,0,0,0,0,0,0.358108769708133,0
"175","174",0,0.184983038271713,0,0.815016961728287,0,0,0,0,0,0
"176","175",0,0,0.831137460815567,0,0,0,0.168862539184433,0,0,0
"177","176",0.137814811772885,0,0.668660222883572,0,0,0,0.193524965343544,0,0,0
"178","177",0,0,1,0,0,0,0,0,0,0
"179","178",0,0.662949298146819,0,0.337050701853181,0,0,0,0,0,0
"180","179",0,0.38580371188739,0.257226346029744,0,0,0,0.356969942082866,0,0,0
"181","180",0,0,0.451053963310075,0,0,0,0.548946036689925,0,0,0
"182","181",0,0,0.479156615300768,0.520843384699232,0,0,0,0,0,0
"183","182",0,0.176351337830041,0,0,0.823648662169959,0,0,0,0,0
"184","183",0,0.159514243772633,0,0,0.840485756227367,0,0,0,0,0
"185","184",0,0.258423412024796,0,0,0.741576587975204,0,0,0,0,0
"186","185",0,0.395107428799508,0.224555693393954,0,0.380336877806538,0,0,0,0,0
"187","186",0,0.319956022965971,0.141391228894846,0,0.398923960522858,0,0.139728787616326,0,0,0
"188","187",0,0.43071771362258,0.317982619283116,0,0.251299667094303,0,0,0,0,0
"189","188",0,0,0.306367517910116,0,0.693632482089884,0,0,0,0,0
"190","189",0,0.197096876300905,0.256827660217723,0,0.546075463481372,0,0,0,0,0
"191","190",0,0,0.178099225490329,0,0.821900774509671,0,0,0,0,0
"192","191",0,0,0.27435544350702,0,0.72564455649298,0,0,0,0,0
"193","192",0,0.397109828929376,0,0,0,0,0.602890171070624,0,0,0
"194","193",0,0,0.164736495928872,0.835263504071128,0,0,0,0,0,0
"195","194",0,0,0.194106874351924,0.805893125648076,0,0,0,0,0,0
"196","195",0,0.246987982028034,0.753012017971966,0,0,0,0,0,0,0
"197","196",0,0.349786439345111,0.349304758255807,0.300908802399082,0,0,0,0,0,0
"198","197",0,0,0.284943267938675,0.715056732061325,0,0,0,0,0,0
"199","198",0,0.359183052103967,0.640816947896033,0,0,0,0,0,0,0
"200","199",0,0,0.145048197447041,0.000521245461373251,0.854430557091586,0,0,0,0,0
"201","200",0,0.272615030722453,0.431806924833588,0.295578044443959,0,0,0,0,0,0
"202","201",0,0.210032836403633,0.381618941506468,0.408348222089899,0,0,0,0,0,0
"203","202",0,0.205207956500152,0,0,0.794792043499848,0,0,0,0,0
"204","203",0,0.157520564170455,0,0,0.67564988051897,0,0.117514833569973,0,0,0.0493147217406013
"205","204",0,0,0,0,1,0,0,0,0,0
"206","205",0,0,0,0,1,0,0,0,0,0
"207","206",0,0,0.111668391515998,0,0.888331608484002,0,0,0,0,0
"208","207",0,0,0,0,1,0,0,0,0,0
"209","208",0,0,0.221383708001052,0,0.630290555514313,0,0.148325736484635,0,0,0
"210","209",0,0.338376120104252,0.187297750962088,0,0.121599194411629,0,0.157579003574466,0,0.195147930947565,0
"211","210",0,0,0.270419545123004,0,0.729580454876996,0,0,0,0,0
"212","211",0,0,0.444096279128811,0,0,0,0.555903720871189,0,0,0
"213","212",0.1749232350028,0,0.454957015960252,0.370119749036948,0,0,0,0,0,0
"214","213",0,0.382929641343192,0.362708901187216,0,0,0,0.254361457469593,0,0,0
"215","214",0,0.355490576083204,0.240121637044573,0.404387786872223,0,0,0,0,0,0
"216","215",0,0.107310378294445,0.117493996604695,0.775195625100861,0,0,0,0,0,0
"217","216",0,0,0,0,0,0,0,0.628925287428953,0,0.371074712571047
"218","217",0.175483648198252,0,0.284068841678306,0.27236736711452,0,0,0.133355982440024,0,0.134724160568897,0
"219","218",0,0,1,0,0,0,0,0,0,0
"220","219",0,0.222732880552917,0,0.777267119447083,0,0,0,0,0,0
"221","220",0,0.479215563126547,0,0.520784436873453,0,0,0,0,0,0
"222","221",0,0,1,0,0,0,0,0,0,0
"223","222",0,0,0.226961387431838,0,0.387419042764455,0.148100899777762,0.237518670025944,0,0,0
"224","223",0,0.301959988894166,0,0.478556345384678,0,0,0.219483665721156,0,0,0
"225","224",0,0,0,0,1,0,0,0,0,0
"226","225",0,0,0.291442473828643,0,0.708557526171357,0,0,0,0,0
"227","226",0,0,0,0,1,0,0,0,0,0
"228","227",0.180478764767655,0,0.316710140834397,0,0.502811094397948,0,0,0,0,0
"229","228",0,0,0.147620313352357,0,0.852379686647643,0,0,0,0,0
"230","229",0,0.229080860418372,0.173754542057949,0,0.597164597523679,0,0,0,0,0
"231","230",0,0.305586937314803,0.161334203771319,0,0.414030045657654,0,0.119048813256224,0,0,0
"232","231",0,0,0.463273788092908,0,0.249987435679587,0,0.286738776227505,0,0,0
"233","232",0,0,0,0,0,0,1,0,0,0
"234","233",0,0.221427506039217,0.245492953101607,0,0,0.132946649075478,0.400132891783698,0,0,0
"235","234",0,0,0.597997037508896,0.253966524061615,0,0,0.148036438429489,0,0,0
"236","235",0,0.212231347228252,0.616837767693936,0,0,0,0.170930885077812,0,0,0
"237","236",0,0.172098379735204,0.334323435354292,0.493578184910504,0,0,0,0,0,0
"238","237",0,0.225658586485178,0.276851971814255,0,0,0,0.36627034854893,0,0,0.131219093151637
"239","238",0,0,0.507738140284326,0.372202519323729,0,0,0.120059340391945,0,0,0
"240","239",0,0.529727266760565,0,0,0,0,0.470272733239434,0,0,0
"241","240",0,0.243512884920086,0.173195068317508,0.583292046762406,0,0,0,0,0,0
"242","241",0,0.187585045758113,0.183760093665181,0.628654860576706,0,0,0,0,0,0
"243","242",0,0.209043594217259,0,0.790956405782742,0,0,0,0,0,0
"244","243",0,0.169143960899456,0.167951501414577,0,0.519732122473819,0,0.143172415212148,0,0,0
"245","244",0,0.262810598252998,0,0,0.635251761716347,0,0.101937640030655,0,0,0
"246","245",0,0.152909520643396,0,0,0.847090479356604,0,0,0,0,0
"247","246",0,0.325978582704078,0.207567996950085,0,0.466453420345837,0,0,0,0,0
"248","247",0,0.310825782402284,0.228627559699446,0,0.241213478905861,0,0.21933317899241,0,0,0
"249","248",0,0,0.237905946927516,0,0.65740078500739,0,0.104693268065094,0,0,0
"250","249",0,0.287371319954391,0.146926568275836,0,0.565702111769773,0,0,0,0,0
"251","250",0,0,0.306804597159393,0,0.693195402840607,0,0,0,0,0
"252","251",0.38314455408517,0,0.492451726288888,0,0,0.124403719625942,0,0,0,0
"253","252",0,0,0.248433504932935,0,0.185608511030571,0,0.565957984036493,0,0,0
"254","253",0,0,0.25979747764275,0,0,0,0.740202522357249,0,0,0
"255","254",0,0.279391026001423,0.458044783019167,0,0,0,0,0.26256419097941,0,0
"256","255",0,0,0.16336215464365,0,0,0,0.83663784535635,0,0,0
"257","256",0,0,0.138782379571525,0,0,0.861217620428475,0,0,0,0
"258","257",0,0,0.478111228396841,0.521888771603159,0,0,0,0,0,0
"259","258",0,0,0,0.787353343181659,0,0,0.212646656818341,0,0,0
"260","259",0,0.141588254006884,0.234238304270052,0.624173441723064,0,0,0,0,0,0
"261","260",0,0.25803189575632,0,0.74196810424368,0,0,0,0,0,0
"262","261",0,0,0.280018696773036,0,0.579987355124267,0,0.139993948102697,0,0,0
"263","262",0,0.185397231825365,0,0,0.649639905784393,0,0,0,0.164962862390241,0
"264","263",0,0,0.122897793744337,0.000473144003976347,0.876629062251687,0,0,0,0,0
"265","264",0,0,0.25335533897185,0,0.74664466102815,0,0,0,0,0
"266","265",0,0,0,0,1,0,0,0,0,0
"267","266",0,0,0,0,1,0,0,0,0,0
"268","267",0,0.16023965494192,0.222406231606025,0,0.499655012567182,0,0,0,0.117699100884874,0
"269","268",0,0,0.341619956747266,0,0.160665855883943,0,0.497714187368791,0,0,0
"270","269",0,0,0.401488099397586,0,0.275037601124345,0,0.323474299478069,0,0,0
"271","270",0,0,0.387102073103189,0,0.612897926896811,0,0,0,0,0
"272","271",0,0,0,0,0,0,1,0,0,0
"273","272",0,0.165729108967669,0.164077123640324,0.670193767392007,0,0,0,0,0,0
"274","273",0,0,0.753265952897912,0,0,0,0.246734047102088,0,0,0
"275","274",0,0.319286865567524,0.268765521032318,0.411947613400158,0,0,0,0,0,0
"276","275",0,0.479513252459009,0.234695677740784,0.214766369328435,0,0,0,0,0,0.0710247004717722
"277","276",0,0.437593200146493,0.242564816588232,0.319841983265275,0,0,0,0,0,0
"278","277",0,0.248748156079525,0.122647848064739,0.628603995855737,0,0,0,0,0,0
"279","278",0,0.502383741611792,0,0.497616258388208,0,0,0,0,0,0
"280","279",0,0,0,1,0,0,0,0,0,0
"281","280",0,0.602941810750845,0,0,0,0,0.397058189249155,0,0,0
"282","281",0,0.48751832873588,0,0,0.51248167126412,0,0,0,0,0
"283","282",0,0.47881575206388,0,0,0.52118424793612,0,0,0,0,0
"284","283",0,0.165504613594104,0,0,0.834495386405896,0,0,0,0,0
"285","284",0,0.285270520700198,0,0,0.605905858855318,0,0.108823620444483,0,0,0
"286","285",0,0,0.347019969578392,0,0.652980030421608,0,0,0,0,0
"287","286",0,0.222151582614455,0,0,0.777848417385545,0,0,0,0,0
"288","287",0,0,0.36615828423221,0.154604579585273,0.479237136182517,0,0,0,0,0
"289","288",0,0,0,0,0.880655108006639,0,0.119344891993361,0,0,0
"290","289",0,0,0,0.0504092559574036,0.949590744042596,0,0,0,0,0
"291","290",0,0.360455166532693,0.522136718891791,0.117408114575516,0,0,0,0,0,0
"292","291",0,0,0.380529617901307,0,0.619470382098693,0,0,0,0,0
"293","292",0.254077973391789,0,0.275782469068906,0.173374087271895,0.29676547026741,0,0,0,0,0
"294","293",0,0,0.20457462049812,0,0,0.139528200139875,0.655897179362005,0,0,0
"295","294",0,0,0.358352714681735,0.641647285318265,0,0,0,0,0,0
"296","295",0,0.443316411058703,0,0.556683588941297,0,0,0,0,0,0
"297","296",0,0.120300287901385,0.297924793027476,0.581774919071139,0,0,0,0,0,0
"298","297",0,0.141067845074445,0.451272763687539,0.407659391238016,0,0,0,0,0,0
"299","298",0,0.461329010005019,0,0.538670989994981,0,0,0,0,0,0
"300","299",0,1,0,0,0,0,0,0,0,0
"301","300",0,0,0,0.064667075756728,0.656220995070123,0,0,0,0,0.279111929173149
"302","301",0,0,0.144572444108137,0,0.855427555891863,0,0,0,0,0
"303","302",0,0,0.241913751174495,0,0.612307615229933,0,0.145778633595572,0,0,0
"304","303",0,0,0,0,1,0,0,0,0,0
"305","304",0,0,1,0,0,0,0,0,0,0
"306","305",0,0.219550263740531,0.266415534784968,0,0.514034201474501,0,0,0,0,0
"307","306",0,0,0,0,1,0,0,0,0,0
"308","307",0,0.384965090774303,0,0,0.615034909225697,0,0,0,0,0
"309","308",0,0,0,0,1,0,0,0,0,0
"310","309",0,0,0.249914147334907,0,0.750085852665093,0,0,0,0,0
"311","310",0,0,0,0,0,0,1,0,0,0
"312","311",0,0,1,0,0,0,0,0,0,0
"313","312",0,0.2698279551104,0.147160003805215,0,0.583012041084385,0,0,0,0,0
"314","313",0,0,0.589158664586925,0,0.156660896421497,0,0.254180438991579,0,0,0
"315","314",0,0,0.341159362848266,0,0,0.127967729278613,0.53087290787312,0,0,0
"316","315",0.0990571021154099,0,0.751021503038454,0,0,0,0.149921394846136,0,0,0
"317","316",0,0.138682115649248,0.420242268734278,0.441075615616474,0,0,0,0,0,0
"318","317",0,0.414517105063237,0.155738859741692,0.429744035195071,0,0,0,0,0,0
"319","318",0,0,0.127338861482634,0.872661138517366,0,0,0,0,0,0
"320","319",0,0,0.420379114394674,0,0,0,0.579620885605326,0,0,0
"321","320",0,0.530266411272907,0,0,0,0,0.469733588727093,0,0,0
"322","321",0,0,0,0,1,0,0,0,0,0
"323","322",0.163533555960789,0,0.717037029850616,0,0,0.119429414188595,0,0,0,0
"324","323",0,0,0,0,0,0,1,0,0,0
"325","324",0,0,0.455821368073122,0,0,0,0,0,0.544178631926878,0
"326","325",0,1,0,0,0,0,0,0,0,0
"327","326",0,0,0.618543184030403,0,0,0.381456815969597,0,0,0,0
"328","327",0,0.157330847633709,0.222831241763706,0,0.619837910602585,0,0,0,0,0
"329","328",0,0.142790660507902,0.17231381726633,0,0.684895522225768,0,0,0,0,0
"330","329",0,0,0.743099802897866,0,0.256900197102134,0,0,0,0,0
"331","330",0,0.13423775590245,0.143341435771858,0,0.452254979966064,0,0.270165828359628,0,0,0
"332","331",0,0,0.627175399348889,0,0,0,0.191665710902799,0,0,0.181158889748311
"333","332",0,0.608252623724232,0,0,0.391747376275768,0,0,0,0,0
"334","333",0,0.193974977234953,0.325985388943033,0.480039633822014,0,0,0,0,0,0
"335","334",0,0.151049568589846,0.695374736676119,0,0,0,0.153575694734034,0,0,0
"336","335",0,0.258198028375972,0.304289168462592,0.437512803161435,0,0,0,0,0,0
"337","336",0,0,1,0,0,0,0,0,0,0
"338","337",0,0,0,0,1,0,0,0,0,0
"339","338",0,0,0.219780970222049,0,0.780219029777951,0,0,0,0,0
"340","339",0,0,0,0,1,0,0,0,0,0
"341","340",0,0,0,0.200201789100288,0.799798210899712,0,0,0,0,0
"342","341",0,0.233972455353164,0,0,0.766027544646836,0,0,0,0,0
"343","342",0,0,0,0,1,0,0,0,0,0
"344","343",0,0,0.335222446284561,0,0.256643356532866,0,0.408134197182574,0,0,0
"345","344",0.346472986078294,0.414534405301991,0,0,0,0,0,0,0.238992608619715,0
"346","345",0,0.222639211673545,0.315788744243125,0.28214804348222,0,0,0,0.179424000601109,0,0
"347","346",0.504293620574444,0,0.495706379425556,0,0,0,0,0,0,0
"348","347",0,0,1,0,0,0,0,0,0,0
"349","348",0.00570825247058436,0,0.816322138734505,0,0,0.177969608794911,0,0,0,0
"350","349",0,0,1,0,0,0,0,0,0,0
"351","350",0,0,0.833954611662719,0.166045388337281,0,0,0,0,0,0
"352","351",0,0.1798092504613,0,0,0.8201907495387,0,0,0,0,0
"353","352",0.218635235779617,0,0.781364764220383,0,0,0,0,0,0,0
"354","353",0,1,0,0,0,0,0,0,0,0
"355","354",0,0,0.122655877119061,0,0.877344122880939,0,0,0,0,0
"356","355",0,0,1,0,0,0,0,0,0,0
"357","356",0,0,1,0,0,0,0,0,0,0
"358","357",0,0,0,0,1,0,0,0,0,0
"359","358",0,0,0,0,1,0,0,0,0,0
"360","359",0,0,0,0,1,0,0,0,0,0
